x,y
-1.7500325843888176,3.1725388839029023
-8.121076583860704,-5.098679528113535e-06
-8.121231327498297,-0.07986242941954665
-8.121093726956726,-0.1597324990606418
-8.120667192900203,-0.23962223711940064
-8.122475438568397,-0.3196379021455617
-8.12195842693582,-0.3996366786248637
-8.121145423375856,-0.47968524927571604
-8.12003504160151,-0.5597903603860303
-8.123602733030626,-0.6403510522131656
-8.122375823656903,-0.7206815302168078
-8.12084095199416,-0.8010977739129064
-8.118996718536307,-0.8816063718271051
-7.90656289937172,-0.937286351457697
-7.4283326070564835,-0.9547512478572802
-7.024873543647423,-0.9732019691392861
-7.030587555912952,-1.0445493684641798
-7.028391393503096,-1.1149632315384963
-7.025895223052624,-1.1855032361059243
-7.023097029012936,-1.2561745140877985
-7.029974986126473,-1.3288687676157493
-7.02693184171255,-1.399992676235912
-7.023565405082803,-1.4712681203670666
-7.0313721089840175,-1.5452268855316251
-7.0277030638094455,-1.6170193672554274
-7.023687990739245,-1.6889819219093725
-7.0322778373154335,-1.7643689771647904
-7.027893040243199,-1.8369070434056982
-7.023134464564333,-1.9096308472713421
-8.12851904544369,-2.2962597851350313
-8.122509352029953,-2.3810460715306605
-8.116035392082837,-2.4660629673376078
-8.12719490624437,-2.5570096260908484
-8.120119663894585,-2.6428061546604718
-8.131748738644111,-2.735305650004017
-8.123998398358173,-2.8219169913245215
-8.11572414674987,-2.908781300617295
-8.127481748060838,-3.003499496239103
-8.118432204400252,-3.0912180131169604
-8.13036743439568,-3.187644643446054
-8.120466425127647,-3.2762433378704463
-8.132450282026262,-3.374433107433015
-8.121618450973854,-3.46393298720495
-8.133517384776919,-3.563932953284863
-8.121675932837299,-3.654351408148016
-8.133353934994732,-3.7562015230499015
-8.120421295816795,-3.8475508051622946
-7.887947611933744,-3.8328228317082194
-7.750410693905657,-3.8606496791572527
-7.524052576670426,-3.840693050508783
-7.397025316377984,-3.868002404125408
-7.190304292934615,-3.850406983794177
-6.995172013517745,-3.834891497778064
-6.88273147869122,-3.8617459739827162
-6.703202212279657,-3.848160694285042
-6.532944441561223,-3.83631490734965
-6.4321397919774705,-3.8626721943345363
-6.274441161023583,-3.8524162988677557
-6.124251004339759,-3.8436280022016995
-5.980986498279256,-3.8362006401531894
-5.892867046390751,-3.861983813339403
-5.759043524084011,-3.855757731902851
-5.630909168796487,-3.850690403010248
-5.508047561161793,-3.8466998451035432
-5.390080629946292,-3.843711592290659
-5.276661721269369,-3.8416559511497104
-5.167475773591046,-3.840469988345108
-5.062230301033168,-3.8400926258912476
-4.96066028602478,-3.8404697310751756
-4.862518957140906,-3.841548565195078
-4.767581557014762,-3.8432818805920377
-4.675639317106933,-3.8456243705433235
-4.586498422550052,-3.848532762071155
-4.49998297825891,-3.8519692656990183
-4.415926297178643,-3.8558951700391
-4.313058487871486,-3.8414673596580666
-4.234529781288414,-3.84685452906816
-4.15797258725174,-3.8526072451080053
-4.083268728456641,-3.8586977155581987
-3.9934174715202237,-3.848820579170964
-3.9229133572623662,-3.8559875647725725
-3.8388412890854076,-3.8482929979136764
-3.7712879572861806,-3.8556636899518177
-3.6897933779969825,-3.8473056874910547
-3.623451493501903,-3.8532689762177736
-3.5575965033935413,-3.8585678951161264
-3.4787121894781765,-3.848258533439315
-3.4141377938909976,-3.852300416225171
-3.350080206343824,-3.855743622688032
-3.286548161744447,-3.858608479972379
-3.2112015606945707,-3.846125673752468
-3.149026949212034,-3.847941346400783
-3.087402134492322,-3.849249031051039
-3.026334167223593,-3.850070617525608
-2.9658295317211802,-3.850428177158429
-2.905894141543944,-3.850343951097513
-2.84653333532036,-3.849840338518422
-2.7877521524943325,-3.848940270934592
-2.7295550346241244,-3.847666824987033
-2.671946365700741,-3.8460439932514605
-2.6244278066006808,-3.8580583830562807
-2.5677182363378956,-3.855675802137384
-2.5116060871522654,-3.853006316978342
-2.456093409829527,-3.8500743486307387
-2.4011813539025266,-3.846904005511567
-2.3550168978837758,-3.856861102484953
-2.301025297322998,-3.8531146854089995
-2.247635480353154,-3.8491938211937726
-2.202225468931464,-3.8580503954072825
-2.1497587790509534,-3.8536589476746252
-2.0978919282476047,-3.849160136029265
-2.053244878241287,-3.8570196320541164
-2.002296154232376,-3.852156780792078
-1.951939910307726,-3.8472528717461683
-1.9080569896008512,-3.8542211555262207
-1.8586058526084888,-3.849059924530431
-1.8151650917580904,-3.85545757558612
-1.7666075853698588,-3.850104306422825
-1.723606602714263,-3.855971503126793
-1.6759285936621722,-3.85049235240123
-1.6333620587634814,-3.8558672102775424
-1.5865450304629303,-3.8503251522692046
-1.5444060956187162,-3.8552466528424927
-1.4984287651539436,-3.8497048134715435
-1.4567081103407484,-3.854210536070533
-1.4120102102291032,-3.8499967854608728
-1.4008560051340349,-3.938966713325118
-1.3893242735781206,-4.031675282485881
-2.450745854491651,-7.3455121633219
-2.37291819549811,-7.352265550416041
-2.2902251488073437,-7.342266682352297
-2.213108502648859,-7.348453679278351
-2.1362020799871155,-7.354214265358734
-2.0553267488443274,-7.344630333732132
-1.9790848939737353,-7.349907664896287
-1.903039765629764,-7.354789117019595
-1.8238434367062808,-7.345809692205288
-1.7484095426320012,-7.3502851721745115
-1.6731558794382064,-7.354391358202914
-1.5954847075119225,-7.346190627027711
-1.5207832031223465,-7.349964595191639
-1.446243040899137,-7.3533931044408565
-1.369929065949089,-7.346127485057772
-1.295875321957701,-7.349287062421558
-1.2219624259529602,-7.352124907247136
-1.1468253958813035,-7.345933525804093
-1.073327863417414,-7.348557630964195
-0.9999483404987862,-7.350878323545117
-0.9266816133197856,-7.352900112220693
-0.8527573523352493,-7.348035434350989
-0.7798113276444878,-7.349901769459987
-0.7069534242679246,-7.351484625845568
-0.6341778258473127,-7.352786269714821
-0.5611417596264674,-7.349396100595189
-0.48858633399866974,-7.350585995817124
-0.41608687367321595,-7.351503241095292
-0.34351411237852675,-7.349512342867066
-0.2711512067519248,-7.350341804354206
-0.19881727661542672,-7.35090517145299
-0.12650619234594213,-7.351204578485851
-0.05420878229794417,-7.350838577262505
0.018072395023205394,-7.351062017107025
0.09035825197887867,-7.35102434861078
0.1626550096231294,-7.350722998198419
0.2350276913266325,-7.351997713981457
0.30740175290319655,-7.351617219067322
0.37981414985785356,-7.350971214844432
0.4522709030295627,-7.350056239041633
0.5250683799605297,-7.352936199252151
0.5977083660234983,-7.351923465223101
0.6704194020061867,-7.350633865563779
0.743207393942627,-7.349065445905641
0.8167727442387944,-7.353469002205191
0.8898463217641118,-7.351764245237491
0.9630223824941196,-7.349768704159658
1.0039510214814467,-7.118076849051379
1.0203032034578965,-6.753166805446792
1.0351764405802555,-6.423374579791688
1.0487771481076693,-6.123807033147183
1.0177209116980437,-5.610340336584533
1.0307054780482416,-5.38014445820598
1.0427832723988701,-5.167689198012461
1.0174907068232741,-4.798511621360165
1.0290927652164121,-4.62847006341272
1.040016102085831,-4.469696493836311
1.0189237429952431,-4.191878870032262
1.0294773550708183,-4.060894831108713
1.0395045264950442,-3.937498718726325
1.021623935022856,-3.7211244041131275
1.0313596091170754,-3.6169011175893715
1.0406755728401391,-3.5180223987690136
1.0253397897000833,-3.344908550218697
1.0344225915470235,-3.2597989025297203
1.0210428969819332,-3.111187364227271
1.029899007630209,-3.037048437726695
1.038449103736193,-2.9660446272229306
1.0268079539336479,-2.8428545367794267
1.0351729233480462,-2.780147211950299
1.0249213912110176,-2.6719731631948966
1.0331078248825374,-2.6160927991355467
1.0240587541211539,-2.5203516054414936
1.0320747034827478,-2.470151851406677
1.0398765231918803,-2.4216079491221163
1.0319293078479164,-2.3393844122624743
1.0395857949887923,-2.295351810640665
1.0325527065365283,-2.2214399577123047
1.0262970090001677,-2.152356343474767
1.0338464394681033,-2.114419204767551
1.0283202354659482,-2.0517433301708268
1.035726727956307,-2.0167686242508047
1.030853085856056,-1.9596209948736953
1.0381219176589425,-1.9272064385786576
